MaSV,tenSV,namsinh,diachi,sodienthoai,cmnd,kỳ một,kỳ hai,kỳ ba,kỳ bốn,Kỳ sau
1451,Ahmed Al-Sayed,2003-10-07,"Quận 9 , TPHCM",089470-3419,5.29979E+11,8,5,5,10,8
1452,María Fernández,2001-02-23,"Quận 9 , TPHCM",085043-0361,2.62392E+11,6,6,5,7,10
1453,Lucas Martin,2004-10-31,"Quận 9 , TPHCM",081395-4148,2.7469E+11,5,7,6,6,8
1454,Sofia Garcia,2001-08-25,"Quận 9 , TPHCM",081163-1246,1.76166E+11,6,10,9,5,9
1455,Emma Müller,2002-12-06,"Quận 9 , TPHCM",087719-3988,2.91638E+11,6,5,7,5,6
1456,Ali Hassan,2001-07-06,"Quận 9 , TPHCM",080543-7577,2.89095E+11,9,5,5,9,8
1457,Johanna Weber,2003-05-06,"Quận 9 , TPHCM",087306-3337,9.35968E+11,6,5,9,6,8
1458,Matteo Ferrari,2001-09-17,"Quận 9 , TPHCM",081592-3504,3.38839E+11,8,7,6,7,8
1459,Maxime Dubois,2002-07-11,"Quận 9 , TPHCM",087668-3350,5.67923E+11,10,5,8,7,5
1460,Elisa Müller,2002-11-20,"Quận 9 , TPHCM",085878-8212,3.41345E+11,5,5,8,5,7
1461,Lucas Kim,2002-09-20,"Quận 9 , TPHCM",089932-0093,5.96051E+11,9,8,8,10,5
1462,Sofia Rodriguez,2001-05-01,"Quận 9 , TPHCM",085833-8479,9.04829E+11,5,5,7,7,10
1463,William Lee,2001-10-19,"Quận 9 , TPHCM",083898-3664,9.808E+11,8,6,10,8,6
1464,Emma Johnson,2001-12-25,"Quận 9 , TPHCM",081864-4827,8.14571E+11,9,9,5,9,9
1465,Amir Kaur,2002-02-18,"Quận 9 , TPHCM",080745-3563,1.58235E+11,5,5,10,9,7
1466,Johanna Schmidt,2002-08-02,"Quận 9 , TPHCM",082600-8973,2.15065E+11,7,7,10,7,7
1467,Matteo Bianchi,2002-11-28,"Quận 9 , TPHCM",089022-2216,3.77075E+11,8,8,6,10,8
1468,Maria Hernandez,2001-02-08,"Quận 9 , TPHCM",087754-0830,6.82961E+11,7,5,6,5,5
1469,Youssef Ali,2001-05-23,"Quận 9 , TPHCM",081818-9187,8.00192E+11,8,7,10,10,10
1470,Anna Müller,2000-11-16,"Quận 9 , TPHCM",087810-0517,4.29782E+11,10,7,10,7,6
1471,Miguel Rodriguez,2002-11-08,"Quận 9 , TPHCM",084044-5033,9.60691E+11,6,9,6,7,9
1472,Emily Wilson,2000-11-20,"Quận 9 , TPHCM",087493-7650,6.55636E+11,6,6,10,8,6
1473,Ahmed Hassan,2002-09-20,"Quận 9 , TPHCM",088499-0364,7.90024E+11,6,8,10,7,9
1474,Sarah Kim,2002-08-11,"Quận 9 , TPHCM",085818-1623,6.16438E+11,5,7,7,6,10
1475,Lukas Becker,2001-02-05,"Quận 9 , TPHCM",085633-5181,3.2273E+11,5,5,6,10,7
1476,Sofia Lopez,2003-02-23,"Quận 9 , TPHCM",083793-0286,4.08602E+11,10,9,6,10,9
1477,Alexander Müller,2002-12-30,"Quận 9 , TPHCM",084714-4338,3.64014E+11,6,6,8,5,8
1478,Isabella Rossi,2003-08-08,"Quận 9 , TPHCM",089751-1433,1.40157E+11,10,5,10,7,7
1479,Liam Brown,2004-05-15,"Quận 9 , TPHCM",080299-7348,5.78316E+11,7,6,7,6,6
1480,Leila Ali,2001-02-04,"Quận 9 , TPHCM",086853-0728,6.64367E+11,9,7,5,9,8
1481,Chiara Bianchi,2001-02-12,"Quận 9 , TPHCM",085220-6337,6.14393E+11,5,10,7,6,8
1482,Ahmed Al-Sayed,2002-01-21,"Quận 9 , TPHCM",088706-6884,5.70191E+11,9,5,10,8,8
1483,María Fernández,2002-07-10,"Quận 9 , TPHCM",082027-3204,9.55229E+11,9,9,10,6,5
1484,Lucas Martin,2000-11-29,"Quận 9 , TPHCM",085352-8057,5.65944E+11,8,5,10,9,8
1485,Sofia Garcia,2001-06-23,"Quận 9 , TPHCM",080454-8720,9.73455E+11,5,6,7,10,9
1486,Emma Müller,2001-02-08,"Quận 9 , TPHCM",084229-9075,5.50305E+11,9,10,7,8,8
1487,Ali Hassan,2003-09-13,"Quận 9 , TPHCM",083999-7997,2.52602E+11,6,9,6,9,6
1488,Johanna Weber,2002-04-29,"Quận 9 , TPHCM",087950-0204,8.56241E+11,10,8,8,5,5
1489,Matteo Ferrari,2001-05-05,"Quận 9 , TPHCM",085434-0928,6.30944E+11,7,8,5,7,8
1490,Maxime Dubois,2001-02-10,"Quận 9 , TPHCM",085346-0825,3.29474E+11,10,10,6,7,9
1491,Elisa Müller,2004-01-14,"Quận 9 , TPHCM",089429-4209,9.59117E+11,10,8,8,7,7
1492,Lucas Kim,2004-01-17,"Quận 9 , TPHCM",089361-0673,9.33087E+11,7,8,10,8,9
1493,Sofia Rodriguez,2002-11-14,"Quận 9 , TPHCM",085549-6796,2.52916E+11,6,5,10,8,9
1494,William Lee,2002-06-06,"Quận 9 , TPHCM",084699-0735,3.21352E+11,6,7,6,9,9
1495,Emma Johnson,2001-10-16,"Quận 9 , TPHCM",081704-5291,9.90823E+11,10,9,9,8,5
1496,Amir Kaur,2003-06-23,"Quận 9 , TPHCM",086687-8017,4.59022E+11,5,6,6,9,6
1497,Johanna Schmidt,2004-01-04,"Quận 9 , TPHCM",081734-0692,5.02286E+11,8,10,9,10,6
1498,Matteo Bianchi,2004-01-06,"Quận 9 , TPHCM",084301-2545,7.43971E+11,7,10,7,10,8
1499,Maria Hernandez,2004-08-02,"Quận 9 , TPHCM",089239-8491,1.27282E+11,7,7,6,6,9
1500,Youssef Ali,2001-12-28,"Quận 9 , TPHCM",089965-0343,8.79701E+11,5,7,8,8,7
1501,Anna Müller,2004-01-30,"Quận 9 , TPHCM",081898-0103,4.29259E+11,9,10,7,5,8
1502,Miguel Rodriguez,2001-06-18,"Quận 9 , TPHCM",082571-3679,9.65938E+11,9,10,6,7,9
1503,Emily Wilson,2001-04-22,"Quận 9 , TPHCM",081554-8769,8.09111E+11,9,10,10,10,5
1504,Ahmed Hassan,2004-05-15,"Quận 9 , TPHCM",085349-9307,9.81238E+11,9,8,10,5,10
1505,Sarah Kim,2004-03-08,"Quận 9 , TPHCM",083600-6899,3.93485E+11,6,5,5,6,7
1506,Lukas Becker,2001-02-28,"Quận 9 , TPHCM",082441-1705,6.16313E+11,10,6,9,8,7
1507,Sofia Lopez,2001-02-25,"Quận 9 , TPHCM",083231-6840,6.43518E+11,8,8,5,10,8
1508,Alexander Müller,2002-01-17,"Quận 9 , TPHCM",088719-4565,8.00594E+11,6,8,5,8,8
1509,Isabella Rossi,2004-08-26,"Quận 9 , TPHCM",082732-6871,2.35633E+11,8,9,5,9,10
1510,Liam Brown,2004-05-03,"Quận 9 , TPHCM",083383-7311,6.28468E+11,5,6,8,6,7
1511,Leila Ali,2003-01-01,"Quận 9 , TPHCM",082183-7843,9.57821E+11,5,7,7,9,7
1512,Chiara Bianchi,2001-10-03,"Quận 9 , TPHCM",080583-1524,5.617E+11,8,7,7,6,9
1513,Ahmed Al-Sayed,2004-11-01,"Quận 9 , TPHCM",089449-8560,6.62471E+11,10,6,6,8,7
1514,María Fernández,2001-01-10,"Quận 9 , TPHCM",089346-8418,4.48271E+11,6,9,5,10,5
1515,Lucas Martin,2004-05-06,"Quận 9 , TPHCM",088004-3224,7.8351E+11,6,8,6,6,8
1516,Sofia Garcia,2001-03-13,"Quận 9 , TPHCM",088856-7684,5.47215E+11,5,5,8,5,6
1517,Emma Müller,2002-02-19,"Quận 9 , TPHCM",086092-7061,1.934E+11,8,8,6,6,10
1518,Ali Hassan,2001-10-21,"Quận 9 , TPHCM",080640-6373,9.41998E+11,8,6,8,9,9
1519,Johanna Weber,2003-10-19,"Quận 9 , TPHCM",089439-7348,7.06513E+11,7,6,8,7,10
1520,Matteo Ferrari,2002-06-20,"Quận 9 , TPHCM",089874-5205,3.64144E+11,7,10,7,8,9
1521,Maxime Dubois,2002-09-08,"Quận 9 , TPHCM",089168-2890,6.39105E+11,8,5,8,10,5
1522,Elisa Müller,2002-08-21,"Quận 9 , TPHCM",083126-2102,4.01996E+11,5,10,7,9,7
1523,Lucas Kim,2001-06-09,"Quận 9 , TPHCM",082504-4715,5.12116E+11,10,7,6,5,10
1524,Sofia Rodriguez,2001-07-17,"Quận 9 , TPHCM",082810-3678,1.23043E+11,5,6,9,7,8
1525,William Lee,2003-04-20,"Quận 9 , TPHCM",087063-2673,2.05288E+11,10,6,7,5,8
1526,Emma Johnson,2003-04-14,"Quận 9 , TPHCM",083342-3513,7.22567E+11,9,5,7,5,10
1527,Amir Kaur,2002-09-28,"Quận 9 , TPHCM",080411-9650,6.48028E+11,6,7,8,8,9
1528,Johanna Schmidt,2000-11-22,"Quận 9 , TPHCM",081213-5867,7.30915E+11,8,5,7,6,9
1529,Matteo Bianchi,2000-11-29,"Quận 9 , TPHCM",086091-8339,2.14882E+11,8,8,9,9,5
1530,Maria Hernandez,2004-07-18,"Quận 9 , TPHCM",089464-8676,8.66785E+11,10,9,7,9,7
1531,Youssef Ali,2004-06-02,"Quận 9 , TPHCM",081829-1924,6.43338E+11,10,6,6,9,6
1532,Anna Müller,2001-07-26,"Quận 9 , TPHCM",083837-4192,6.40498E+11,8,9,6,8,10
1533,Miguel Rodriguez,2003-12-08,"Quận 9 , TPHCM",082901-4558,6.99723E+11,7,5,7,6,7
1534,Emily Wilson,2001-11-03,"Quận 9 , TPHCM",082731-1237,9.64255E+11,10,6,8,7,9
1535,Ahmed Hassan,2004-07-08,"Quận 9 , TPHCM",087661-2443,6.67825E+11,8,5,8,5,5
1536,Sarah Kim,2001-01-06,"Quận 9 , TPHCM",083081-0226,5.3301E+11,9,5,6,6,6
1537,Lukas Becker,2000-11-25,"Quận 9 , TPHCM",082911-5960,1.07771E+11,8,7,7,5,6
1538,Sofia Lopez,2003-11-14,"Quận 9 , TPHCM",087028-4035,4.62388E+11,6,7,9,10,8
1539,Alexander Müller,2003-02-12,"Quận 9 , TPHCM",085143-8339,5.05808E+11,6,8,5,5,9
1540,Isabella Rossi,2003-08-20,"Quận 9 , TPHCM",087977-5043,4.75564E+11,7,10,7,5,10
1541,Liam Brown,2003-02-14,"Quận 9 , TPHCM",084695-4588,6.01587E+11,6,8,9,6,8
1542,Leila Ali,2003-06-07,"Quận 9 , TPHCM",083267-7982,6.76373E+11,7,5,8,5,6
1543,Chiara Bianchi,2003-06-21,"Quận 9 , TPHCM",086280-4156,8.83932E+11,8,8,7,6,7
1544,Ahmed Al-Sayed,2003-07-17,"Quận 9 , TPHCM",084541-6163,9.43962E+11,9,6,5,7,10
1545,María Fernández,2003-05-05,"Quận 9 , TPHCM",088063-8473,7.41808E+11,6,9,7,5,9
1546,Lucas Martin,2001-02-12,"Quận 9 , TPHCM",085919-3768,3.06115E+11,6,9,9,6,6
1547,Sofia Garcia,2002-05-25,"Quận 9 , TPHCM",082156-8405,9.26136E+11,9,7,10,10,6
1548,Emma Müller,2003-10-19,"Quận 9 , TPHCM",081484-4434,5.31159E+11,5,7,6,9,9
1549,Ali Hassan,2004-09-05,"Quận 9 , TPHCM",081657-0463,6.62077E+11,7,8,8,8,10
1550,Johanna Weber,2003-02-02,"Quận 9 , TPHCM",086203-6485,7.03271E+11,5,7,5,9,10
1551,Matteo Ferrari,2003-07-21,"Quận 9 , TPHCM",085291-2446,5.36058E+11,9,5,7,5,5
1552,Sofia Garcia,2002-08-25,"Quận 9 , TPHCM",083661-1318,2.81248E+11,10,7,6,6,6
1553,Emma Müller,2001-01-20,"Quận 9 , TPHCM",087255-7692,8.39215E+11,7,7,9,10,9
1554,Ali Hassan,2004-07-31,"Quận 9 , TPHCM",086776-6221,3.30552E+11,6,7,6,5,9
1555,Johanna Weber,2001-08-13,"Quận 9 , TPHCM",081524-0541,1.01986E+11,5,6,8,10,9
1556,Matteo Ferrari,2001-10-07,"Quận 9 , TPHCM",086102-1748,3.29681E+11,5,6,8,8,8
1557,Maxime Dubois,2001-08-22,"Quận 9 , TPHCM",088728-6213,2.32673E+11,9,6,8,9,7
1558,Elisa Müller,2000-11-05,"Quận 9 , TPHCM",081933-1534,7.2398E+11,9,6,7,5,8
1559,Lucas Kim,2003-07-19,"Quận 9 , TPHCM",084918-6613,7.43463E+11,7,9,8,8,10
1560,Sofia Rodriguez,2002-10-03,"Quận 9 , TPHCM",088174-2660,2.11896E+11,9,7,10,10,6
1561,William Lee,2001-12-14,"Quận 9 , TPHCM",088978-4889,5.47255E+11,9,7,8,10,8
1562,Emma Johnson,2003-06-27,"Quận 9 , TPHCM",089381-6648,3.06867E+11,8,10,8,6,6
1563,Amir Kaur,2004-01-17,"Quận 9 , TPHCM",089948-5395,1.10616E+11,5,7,8,9,6
1564,Johanna Schmidt,2000-11-20,"Quận 9 , TPHCM",082110-5566,7.51994E+11,5,6,5,6,8
1565,Matteo Bianchi,2003-11-28,"Quận 9 , TPHCM",084163-3560,8.48932E+11,10,8,10,6,6
1566,Maria Hernandez,2001-11-23,"Quận 9 , TPHCM",089160-0783,1.87649E+11,10,10,6,6,8
1567,Youssef Ali,2003-09-27,"Quận 9 , TPHCM",088888-8479,3.16169E+11,8,9,8,10,6
1568,Anna Müller,2002-11-28,"Quận 9 , TPHCM",089656-8512,5.37442E+11,5,8,7,8,8
1569,Miguel Rodriguez,2003-08-29,"Quận 9 , TPHCM",082060-8540,8.54247E+11,7,8,8,9,7
1570,Emily Wilson,2002-04-03,"Quận 9 , TPHCM",085306-6507,5.03829E+11,10,5,6,5,7
1571,Ahmed Hassan,2001-03-10,"Quận 9 , TPHCM",087513-3003,5.78703E+11,9,9,8,9,8
1572,Sarah Kim,2003-12-05,"Quận 9 , TPHCM",088044-1388,8.98741E+11,7,5,9,6,6
1573,Lukas Becker,2001-08-10,"Quận 9 , TPHCM",089885-5881,9.27186E+11,8,6,7,8,7
1574,Sofia Lopez,2004-04-04,"Quận 9 , TPHCM",086203-1721,1.74657E+11,5,7,8,9,7
1575,Alexander Müller,2004-05-11,"Quận 9 , TPHCM",085274-7150,4.72731E+11,9,8,5,10,10
1576,Isabella Rossi,2001-11-15,"Quận 9 , TPHCM",082568-6976,3.35881E+11,6,10,5,5,10
1577,Liam Brown,2004-10-02,"Quận 9 , TPHCM",084750-3619,1.53735E+11,8,10,6,5,9
1578,Leila Ali,2003-02-25,"Quận 9 , TPHCM",080408-2598,4.62875E+11,10,7,6,9,5
1579,Chiara Bianchi,2004-07-16,"Quận 9 , TPHCM",080414-0092,4.03932E+11,6,6,6,5,7
1580,Ahmed Al-Sayed,2001-03-12,"Quận 9 , TPHCM",086576-6548,1.43993E+11,8,9,8,7,9
1581,María Fernández,2004-05-07,"Quận 9 , TPHCM",083544-1762,9.97243E+11,9,6,6,6,9
1582,Lucas Martin,2003-06-08,"Quận 9 , TPHCM",085064-8010,7.21409E+11,8,8,5,8,5
1583,Sofia Garcia,2003-08-29,"Quận 9 , TPHCM",082126-7682,7.81988E+11,8,5,5,10,9
1584,Emma Müller,2003-06-23,"Quận 9 , TPHCM",086985-6719,3.26654E+11,10,5,5,8,9
1585,Ali Hassan,2004-08-18,"Quận 9 , TPHCM",088609-8933,2.21465E+11,9,9,10,8,9
1586,Johanna Weber,2003-07-31,"Quận 9 , TPHCM",086344-9426,6.79367E+11,5,6,6,10,10
1587,Matteo Ferrari,2003-09-27,"Quận 9 , TPHCM",087522-1573,9.90524E+11,7,10,10,7,7
1588,Maxime Dubois,2002-12-28,"Quận 9 , TPHCM",082387-1133,8.67271E+11,5,5,10,9,9
1589,Elisa Müller,2000-11-22,"Quận 9 , TPHCM",089343-0301,3.46756E+11,9,6,7,6,7
1590,Lucas Kim,2003-05-19,"Quận 9 , TPHCM",089222-1523,1.93671E+11,6,6,10,9,9
1591,Sofia Rodriguez,2001-04-02,"Quận 9 , TPHCM",088785-2327,2.56348E+11,10,9,6,9,9
1592,William Lee,2004-08-12,"Quận 9 , TPHCM",084112-6065,7.85291E+11,5,10,7,10,5
1593,Emma Johnson,2004-10-17,"Quận 9 , TPHCM",081372-3845,5.26625E+11,8,5,9,5,10
1594,Amir Kaur,2001-01-25,"Quận 9 , TPHCM",086642-0272,4.95253E+11,9,9,9,8,7
1595,Johanna Schmidt,2001-09-06,"Quận 9 , TPHCM",084613-3930,3.31779E+11,5,7,5,6,9
1596,Matteo Bianchi,2001-08-31,"Quận 9 , TPHCM",080807-7537,7.7216E+11,10,7,7,10,5
1597,Maria Hernandez,2001-10-30,"Quận 9 , TPHCM",082328-3686,2.76181E+11,5,8,5,10,8
1598,Youssef Ali,2001-06-09,"Quận 9 , TPHCM",087864-3275,6.83203E+11,7,8,8,5,6
1599,Anna Müller,2003-04-01,"Quận 9 , TPHCM",084816-8734,9.35802E+11,10,5,6,10,5
1600,Miguel Rodriguez,2003-10-04,"Quận 9 , TPHCM",087072-2070,2.97701E+11,5,7,10,8,6
1601,Emily Wilson,2004-03-02,"Quận 9 , TPHCM",081973-7054,4.27173E+11,9,7,8,7,9
1602,Ahmed Hassan,2001-05-16,"Quận 9 , TPHCM",084247-2729,5.69837E+11,7,8,6,10,7
1603,Sarah Kim,2004-03-27,"Quận 9 , TPHCM",081854-5296,8.93388E+11,8,6,7,5,8
1604,Lukas Becker,2003-01-07,"Quận 9 , TPHCM",089541-1116,9.10418E+11,6,7,10,9,8
1605,Sofia Lopez,2002-01-22,"Quận 9 , TPHCM",087392-8724,9.37595E+11,5,6,8,9,9
1606,Alexander Müller,2001-03-09,"Quận 9 , TPHCM",087801-9654,6.28512E+11,8,7,7,6,9
1607,Isabella Rossi,2001-05-02,"Quận 9 , TPHCM",089817-6906,1.82611E+11,6,9,6,5,9
1608,Liam Brown,2000-11-10,"Quận 9 , TPHCM",085734-8089,2.96373E+11,6,5,7,8,10
1609,Leila Ali,2004-03-07,"Quận 9 , TPHCM",086991-0597,2.12953E+11,6,10,8,7,5
1610,Chiara Bianchi,2003-12-22,"Quận 9 , TPHCM",086446-1338,6.16884E+11,6,5,8,8,9
1611,Ahmed Al-Sayed,2002-10-02,"Quận 9 , TPHCM",083401-0807,9.34856E+11,7,5,9,5,9
1612,María Fernández,2004-11-22,"Quận 9 , TPHCM",081187-8440,8.63921E+11,10,7,9,8,7
1613,Lucas Martin,2002-03-12,"Quận 9 , TPHCM",088431-9843,1.35568E+11,5,8,5,5,8
1614,Sofia Garcia,2004-01-27,"Quận 9 , TPHCM",083620-0803,4.21384E+11,6,6,6,7,5
1615,Emma Müller,2002-06-27,"Quận 9 , TPHCM",084027-4444,2.87788E+11,6,10,9,9,6
1616,Ali Hassan,2004-11-14,"Quận 9 , TPHCM",082170-9592,5.09482E+11,7,8,10,8,6
1617,Johanna Weber,2004-07-06,"Quận 9 , TPHCM",089121-4229,7.39595E+11,7,7,8,9,9
1618,Matteo Ferrari,2002-09-01,"Quận 9 , TPHCM",083352-1253,2.48825E+11,7,8,5,6,10
1619,Maxime Dubois,2004-02-09,"Quận 9 , TPHCM",083084-8333,6.61257E+11,10,9,7,8,6
1620,Elisa Müller,2002-12-14,"Quận 9 , TPHCM",082267-3765,9.4448E+11,8,8,8,8,8
1621,Lucas Kim,2003-12-08,"Quận 9 , TPHCM",087345-7616,5.18517E+11,5,5,9,6,9
1622,Sofia Rodriguez,2003-10-28,"Quận 9 , TPHCM",084623-2696,6.27282E+11,6,10,8,10,6
1623,William Lee,2002-06-17,"Quận 9 , TPHCM",084964-8876,1.52599E+11,8,10,10,5,9
1624,Emma Johnson,2001-07-19,"Quận 9 , TPHCM",080612-4597,5.62186E+11,8,8,5,9,7
1625,Amir Kaur,2004-01-30,"Quận 9 , TPHCM",085276-5342,4.90772E+11,10,6,5,10,6
1626,Johanna Schmidt,2001-11-16,"Quận 9 , TPHCM",086243-4534,8.19762E+11,7,10,10,8,9
1627,Matteo Bianchi,2004-10-13,"Quận 9 , TPHCM",089960-6800,6.59154E+11,5,10,8,10,6
1628,Maria Hernandez,2001-06-06,"Quận 9 , TPHCM",086767-4425,2.66722E+11,5,7,6,8,5
1629,Youssef Ali,2003-11-04,"Quận 9 , TPHCM",086425-4047,1.65612E+11,10,8,9,6,10
1630,Anna Müller,2003-11-25,"Quận 9 , TPHCM",085842-7799,4.5762E+11,6,6,10,7,5
1631,Miguel Rodriguez,2001-05-20,"Quận 9 , TPHCM",089376-8714,8.90019E+11,10,5,8,5,10
1632,Emily Wilson,2002-03-16,"Quận 9 , TPHCM",086011-8590,3.65851E+11,10,7,6,10,6
1633,Ahmed Hassan,2002-01-24,"Quận 9 , TPHCM",089349-3621,6.22529E+11,8,10,7,9,9
1634,Sarah Kim,2001-06-10,"Quận 9 , TPHCM",085794-9507,5.08444E+11,7,5,8,10,9
1635,Lukas Becker,2004-08-18,"Quận 9 , TPHCM",081226-9669,1.49401E+11,8,9,10,5,8
1636,Sofia Lopez,2003-05-06,"Quận 9 , TPHCM",089571-9531,4.39476E+11,9,7,9,10,10
1637,Alexander Müller,2001-10-27,"Quận 9 , TPHCM",082830-7960,5.39174E+11,9,6,6,5,9
1638,Isabella Rossi,2001-11-21,"Quận 9 , TPHCM",082682-8064,1.92574E+11,9,10,8,10,9
1639,Liam Brown,2001-10-13,"Quận 9 , TPHCM",080757-6216,1.65769E+11,10,5,6,7,5
1640,Leila Ali,2001-02-28,"Quận 9 , TPHCM",085633-7883,2.75793E+11,7,8,9,9,9
1641,Chiara Bianchi,2001-07-08,"Quận 9 , TPHCM",088489-8328,5.1017E+11,10,6,10,5,6
1642,Ahmed Al-Sayed,2004-05-24,"Quận 9 , TPHCM",080273-5943,9.69612E+11,7,8,5,5,7
1643,María Fernández,2002-10-09,"Quận 9 , TPHCM",087273-2222,8.70977E+11,9,7,8,8,6
1644,Lucas Martin,2002-08-04,"Quận 9 , TPHCM",085323-1677,7.62173E+11,8,5,10,9,6
1645,Sofia Garcia,2002-02-18,"Quận 9 , TPHCM",084076-8470,2.37011E+11,7,10,9,6,10
1646,Emma Müller,2004-08-27,"Quận 9 , TPHCM",084208-6258,1.95593E+11,9,9,6,7,5
1647,Ali Hassan,2001-01-30,"Quận 9 , TPHCM",089331-0363,1.87282E+11,6,10,8,7,7
1648,Johanna Weber,2003-04-23,"Quận 9 , TPHCM",088291-5323,6.2247E+11,10,10,6,9,7
1649,Matteo Ferrari,2001-08-15,"Quận 9 , TPHCM",086851-8794,1.37596E+11,5,9,8,8,10
1650,Maxime Dubois,2003-02-13,"Quận 9 , TPHCM",083110-8652,4.52062E+11,5,6,5,9,5
1651,Elisa Müller,2002-10-04,"Quận 9 , TPHCM",083098-6780,1.51066E+11,7,5,9,9,6
1652,Lucas Kim,2003-07-15,"Quận 9 , TPHCM",086418-2445,4.16921E+11,10,10,8,7,9
1653,Sofia Rodriguez,2003-05-18,"Quận 9 , TPHCM",083519-0762,9.72522E+11,6,9,5,5,10
1654,William Lee,2001-07-23,"Quận 9 , TPHCM",089017-1042,4.66914E+11,7,10,10,6,9
1655,Emma Johnson,2003-04-04,"Quận 9 , TPHCM",086213-9969,6.25975E+11,7,5,10,8,6
1656,Amir Kaur,2002-03-28,"Quận 9 , TPHCM",085797-0047,1.98154E+11,6,8,6,9,8
1657,Johanna Schmidt,2004-07-18,"Quận 9 , TPHCM",085287-5854,1.99377E+11,9,8,9,8,8
1658,Matteo Bianchi,2001-04-19,"Quận 9 , TPHCM",085607-7991,8.14843E+11,10,10,5,5,6
1659,Maria Hernandez,2003-01-06,"Quận 9 , TPHCM",085660-9817,4.18197E+11,8,5,6,5,9
1660,Youssef Ali,2004-05-16,"Quận 9 , TPHCM",081736-6320,5.80144E+11,5,5,9,6,5
1661,Anna Müller,2004-11-06,"Quận 9 , TPHCM",081269-1808,1.95434E+11,5,8,9,9,7
1662,Miguel Rodriguez,2003-07-12,"Quận 9 , TPHCM",081975-3423,6.37787E+11,6,8,6,5,9
1663,Emily Wilson,2003-03-27,"Quận 9 , TPHCM",086024-2230,2.69168E+11,5,8,9,6,7
1664,Ahmed Hassan,2001-08-22,"Quận 9 , TPHCM",083290-3720,9.16041E+11,9,7,6,6,8
1665,Sarah Kim,2003-10-19,"Quận 9 , TPHCM",089591-9690,2.82427E+11,5,10,10,10,8
1666,Lukas Becker,2004-08-30,"Quận 9 , TPHCM",086552-1989,6.55907E+11,9,10,5,5,7
1667,Sofia Lopez,2000-12-30,"Quận 9 , TPHCM",087390-2667,2.87037E+11,5,10,8,5,6
1668,Alexander Müller,2004-02-14,"Quận 9 , TPHCM",086245-2158,9.13867E+11,10,7,5,5,8
1669,Isabella Rossi,2004-11-04,"Quận 9 , TPHCM",086005-4593,7.10838E+11,10,8,8,7,9
1670,Liam Brown,2003-01-08,"Quận 9 , TPHCM",083114-9292,8.78946E+11,8,6,9,8,6
1671,Leila Ali,2001-02-14,"Quận 9 , TPHCM",080462-6684,4.91392E+11,7,6,8,6,9
1672,Chiara Bianchi,2004-04-27,"Quận 9 , TPHCM",089575-4542,6.65337E+11,7,10,5,5,6
1673,Ahmed Al-Sayed,2004-05-18,"Quận 9 , TPHCM",081176-3806,7.87387E+11,9,6,7,8,5
1674,María Fernández,2001-08-27,"Quận 9 , TPHCM",085261-5355,2.32397E+11,7,8,10,6,7
1675,Lucas Martin,2002-11-25,"Quận 9 , TPHCM",089442-1823,1.18602E+11,9,6,5,7,9
1676,Sofia Garcia,2003-06-01,"Quận 9 , TPHCM",084194-0783,8.13768E+11,8,9,6,7,5
1677,Emma Müller,2001-04-18,"Quận 9 , TPHCM",081303-8241,7.18772E+11,5,10,6,9,5
1678,Ali Hassan,2004-09-03,"Quận 9 , TPHCM",089490-1279,1.64459E+11,9,7,7,5,5
1679,Johanna Weber,2002-12-15,"Quận 9 , TPHCM",086189-9772,3.6636E+11,9,10,10,8,6
1680,Matteo Ferrari,2003-03-25,"Quận 9 , TPHCM",081382-7683,2.4096E+11,8,8,5,6,5
1681,Emily Wilson,2001-09-09,"Quận 9 , TPHCM",083873-9333,7.3755E+11,7,6,6,5,6
1682,Ahmed Hassan,2004-03-24,"Quận 9 , TPHCM",083053-0919,5.35836E+11,8,5,5,5,9
1683,Sarah Kim,2001-09-16,"Quận 9 , TPHCM",086604-2595,7.27239E+11,6,6,5,10,6
1684,Lukas Becker,2002-05-24,"Quận 9 , TPHCM",084926-6959,6.86951E+11,7,10,10,9,9
1685,Sofia Lopez,2003-02-25,"Quận 9 , TPHCM",081484-0885,2.66679E+11,5,8,8,10,6
1686,Alexander Müller,2001-07-27,"Quận 9 , TPHCM",080384-2321,4.59704E+11,5,5,8,10,9
1687,Isabella Rossi,2000-12-21,"Quận 9 , TPHCM",089186-2964,8.88932E+11,6,6,8,5,9
1688,Liam Brown,2004-07-19,"Quận 9 , TPHCM",089455-5389,2.63155E+11,10,6,8,10,9
1689,Leila Ali,2003-05-28,"Quận 9 , TPHCM",080900-5826,1.41543E+11,7,7,9,6,6
1690,Chiara Bianchi,2002-03-08,"Quận 9 , TPHCM",085993-9363,2.60306E+11,8,5,8,5,5
1691,Ahmed Al-Sayed,2002-05-31,"Quận 9 , TPHCM",089781-1126,9.2663E+11,5,6,10,6,5
1692,María Fernández,2002-03-16,"Quận 9 , TPHCM",083207-9872,1.40608E+11,10,10,6,7,6
1693,Lucas Martin,2002-12-23,"Quận 9 , TPHCM",082186-7175,6.26931E+11,10,9,10,6,5
1694,Sofia Garcia,2002-03-13,"Quận 9 , TPHCM",081905-3905,9.13168E+11,6,8,10,7,5
1695,Emma Müller,2001-04-01,"Quận 9 , TPHCM",081779-6559,3.03857E+11,8,9,7,10,10
1696,Ali Hassan,2004-10-26,"Quận 9 , TPHCM",081436-8682,8.19864E+11,5,8,7,7,5
